problem_name,best_HV,error,current_instance,confidence_interval_90,confidence_interval_95,confidence_interval_98,confidence_interval_99
,,,,,,,
car_side_impact_design,38.99650395768768,0.1,8,"[17,5,2,2,1,1,1,1,1,1]","[24,6,3,2,1,1,1,1,1,1]","[34,9,4,3,2,1,1,1,1,1]","[42,11,5,3,2,2,1,1,1,1]"
"[32.26425891250929,34.21746344300901,35.025350888420945,36.02670831969767,36.46871942795663,37.04391103963911,37.48086124550895,37.69661149337986,37.962594374978096,38.00809378310168,38.09889848988293,38.09433727357141,38.26667403709214,38.3553863162917,38.382146979283704,38.357324151221036,38.49009310011917,38.53830292130908,38.553184514960954,38.530765882620045,38.560985395559726,38.62699582580317,38.63048320745699,38.532869481568625,38.510090966254694,38.52557128707727,38.550150384538924,38.49444671616173,38.596021314905066,38.65253552989601,38.71205392376788,38.716812418700584,38.764277841414085,38.826586925989616,38.863669418072334,38.82351570565495,38.758389440533975,38.74587760804234,38.80254526354835,38.788263532583784,38.754454406733736,38.76437172760608,38.836642695433774,38.75138738814843,38.906783929267064,38.789354229049685,38.81796648783438,38.85504110107183,38.743485839760446,38.76616617330055,38.72274318141548,38.59621225287936,38.75105804150541,38.75778107011785,38.80053446684062,38.82063188383773,38.80103193814659,38.82392325820224,38.913173770180315,38.79319194393377,38.910923908203934,38.979894901040346,38.99650395768768,38.86810633725156,38.87411322335682,38.93603940119259,38.92858801122223,38.858425980935465,38.89076685418573,38.87111766130348,38.82803745436878,38.796651677612,38.744958873899165,38.82272340664326,38.861565840164545,38.990428744952865,38.88417578218381,38.74741871072497,38.858627045902324,38.78595245472137,38.65969383573553,38.79810885607307,38.75196102399956,38.61968042146357,38.68937746081735,38.606890679794645,38.62362197107001,38.665655003102316,38.777263397030794,38.796963350609204,38.892873253014926,38.7267732032518,38.652642032952706,38.702371582400005,38.744511786177796,38.77222054343352,38.818494490247744,38.82131581914235,38.799831666108034,38.911550178562315]"
,,,,,,,
four_bar_plane_truss,65.05201652521345,0.1,9,"[1,1,1,1,1,1,1,1,1,1]","[1,1,1,1,1,1,1,1,1,1]","[1,1,1,1,1,1,1,1,1,1]","[1,1,1,1,1,1,1,1,1,1]"
"[64.9545332761873,65.0403529044209,65.04762667446141,65.0488729868988,65.04933250671257,65.04978106447791,65.05043895905501,65.05063989206957,65.05086032697871,65.05098508666708,65.05108958671428,65.05120356729361,65.0512786205791,65.05135101223536,65.05139803027681,65.05142510690601,65.05149527471647,65.05153104533099,65.0515595494453,65.05159855926898,65.0516068434183,65.0516229569129,65.05162376895458,65.05162698847568,65.05165313075096,65.05169419660827,65.05170770260426,65.05172704782223,65.05173860324088,65.05175872476661,65.05178004343648,65.05178236666083,65.05178236666083,65.05178848446477,65.05181221659677,65.05181973700282,65.0518246864478,65.0518316991891,65.05183730560395,65.05184376184363,65.05184643846232,65.05185346466439,65.05186215414507,65.05187070225145,65.05187305878893,65.05187395368964,65.05188351398398,65.05188351398398,65.05188546990468,65.05188546990483,65.05188884886951,65.05189741334124,65.05190727586698,65.05190727586856,65.05192000745792,65.05192422970448,65.0519329538343,65.05193458174824,65.05193458176132,65.0519366569657,65.05193785003135,65.05194570936116,65.05194844780814,65.05195007340842,65.05195349680675,65.05195481779079,65.05195481779725,65.05195751024725,65.05195751024725,65.05195751024725,65.0519670376662,65.05196703766627,65.05196741600821,65.05196988904478,65.05196988904478,65.05197117884791,65.0519711788537,65.05197117885476,65.05197117885476,65.05197504993652,65.05197617848538,65.05197641456607,65.05197743208383,65.0519795643923,65.05198149168541,65.05198149168541,65.05198714226367,65.05198774538668,65.0519912196232,65.05199550338259,65.05199557523817,65.05199741340076,65.05200175033973,65.05200175033973,65.05200457199956,65.05200488195625,65.05200652286742,65.05201208626642,65.05201547337921,65.05201652521345]"
,,,,,,,
two_bar_plane_truss,0.00487919224913245,0.1,10,"[1137,285,127,72,46,32,24,18,15,12]","[1614,404,180,101,65,45,33,26,20,17]","[2281,571,254,143,92,64,47,36,29,23]","[2786,697,310,175,112,78,57,44,35,28]"
"[0.004879178552627687,0.004879188795116517,0.004879189832079382,0.00487919027601322,0.004879190634282721,0.004879190858455779,0.004879190980227525,0.004879191106775635,0.004879191172886752,0.0048791912613045975,0.004879191342179827,0.004879191395330464,0.004879191439401775,0.00487919149194661,0.004879191542569209,0.0048791915855904465,0.004879191611044636,0.004879191641794803,0.004879191675939732,0.004879191703637583,0.004879191714421086,0.004879191757772633,0.004879191784056243,0.00487919180648312,0.00487919182394904,0.004879191840877319,0.004879191845706321,0.0048791918667282705,0.0048791918844621595,0.004879191905203373,0.004879191923882289,0.004879191939831652,0.004879191954878399,0.004879191964400158,0.004879191977266989,0.004879191991928817,0.00487919200863797,0.004879192025581184,0.004879192038930548,0.004879192044681813,0.004879192049693019,0.004879192051238627,0.004879192057795398,0.004879192065697629,0.004879192082132916,0.004879192088212831,0.004879192097221378,0.004879192100668476,0.004879192104090593,0.004879192108950882,0.004879192112917773,0.004879192112917773,0.004879192113252961,0.004879192115218105,0.004879192120536349,0.0048791921266327105,0.004879192135552024,0.004879192139645267,0.004879192144208025,0.00487919214872056,0.004879192149023506,0.004879192153927806,0.004879192153992481,0.004879192153992481,0.004879192156819905,0.00487919216120624,0.0048791921641578705,0.004879192167539239,0.004879192174599238,0.004879192175957309,0.004879192178893892,0.004879192178893892,0.00487919218353124,0.004879192186655957,0.004879192188002392,0.004879192190129201,0.004879192195403777,0.004879192201008211,0.004879192203498797,0.004879192206842716,0.004879192210099144,0.0048791922144040024,0.00487919221640154,0.00487919221781829,0.004879192218522512,0.0048791922200604135,0.004879192223133684,0.004879192225395746,0.004879192229237454,0.0048791922315950444,0.004879192233261489,0.004879192236157246,0.004879192238152408,0.004879192241221221,0.0048791922448774465,0.004879192246854558,0.004879192246854558,0.0048791922478599635,0.00487919224898255,0.00487919224913245]"
,,,,,,,
water_tesource_management,4.519273763227405e25,0.1,11,"[2,1,1,1,1,1,1,1,1,1]","[3,1,1,1,1,1,1,1,1,1]","[4,1,1,1,1,1,1,1,1,1]","[5,2,1,1,1,1,1,1,1,1]"
"[4.358826021175169e25,4.45495920401908e25,4.482502492733627e25,4.511362061500444e25,4.508982768327755e25,4.519273763227405e25,4.484605108103923e25,4.485608791622693e25,4.497160767344186e25,4.49472781569675e25,4.501743202693788e25,4.504376742734456e25,4.478168834161689e25,4.45437577498127e25,4.452921151401353e25,4.433735690050507e25,4.443586520059031e25,4.437232610655432e25,4.437479081851401e25,4.424825763011185e25,4.455846814337911e25,4.460422672741012e25,4.43822512808104e25,4.4591391402338495e25,4.470110848665269e25,4.4373402785961475e25,4.435193139470261e25,4.444891405308359e25,4.429260084092402e25,4.406547864183843e25,4.433359822684521e25,4.445380419228559e25,4.366972049561623e25,4.438518825181922e25,4.4137583522775525e25,4.371341446556588e25,4.387135102776046e25,4.39354921917985e25,4.412469770482479e25,4.417021999237251e25,4.4024158513088906e25,4.351039464136753e25,4.3453232858986155e25,4.3891952616772755e25,4.385717447870482e25,4.388348340422777e25,4.394816149052168e25,4.452042157826898e25,4.449842418782124e25,4.47742167522053e25,4.499167025947697e25,4.478110403307958e25,4.4701360871271905e25,4.458764564641197e25,4.492439930251921e25,4.4774803892432765e25,4.470740597056235e25,4.418053707963789e25,4.438508481800664e25,4.433587614069565e25,4.402433414625526e25,4.405122586831439e25,4.436138805298479e25,4.457485781232336e25,4.418198722806712e25,4.4306498030357295e25,4.426736913008598e25,4.441085950630505e25,4.4510639887599685e25,4.426015338307673e25,4.449066019739257e25,4.448176586665849e25,4.442677362705586e25,4.429607836179772e25,4.416536095105237e25,4.435216459476489e25,4.425443565382739e25,4.407023630165935e25,4.39257221933747e25,4.431980583382053e25,4.417870504744831e25,4.426672635834599e25,4.429364496817265e25,4.4490921532616055e25,4.462902106154117e25,4.455981682204203e25,4.44757250131163e25,4.454222451522015e25,4.438003133999828e25,4.461846578442294e25,4.488703357022528e25,4.5015508107150425e25,4.493651718084621e25,4.487579451923469e25,4.4885942005938745e25,4.4675767727163595e25,4.506907400692602e25,4.491368530591762e25,4.493681247075369e25,4.438058364202097e25]"
,,,,,,,
simply_supported_I_beam_design,97.11569847142496,0.1,12,"[1,1,1,1,1,1,1,1,1,1]","[1,1,1,1,1,1,1,1,1,1]","[1,1,1,1,1,1,1,1,1,1]","[1,1,1,1,1,1,1,1,1,1]"
"[96.90874514005591,97.02004779185131,97.06136095533341,97.06585768176106,97.06682211265633,97.06716841175485,97.07300972443736,97.07310718482607,97.07331709308664,97.07368742422875,97.0737492235153,97.07375233013096,97.07379532650258,97.07582624611857,97.08845747183153,97.08882174329136,97.08890086612485,97.08917360979166,97.09051659080893,97.0905173657303,97.09416386733486,97.09416389218143,97.09416390446604,97.09424085949138,97.09424814255718,97.09429893355681,97.09433477849106,97.09435080889057,97.10983185609717,97.11065490822266,97.11084981480616,97.11085536125387,97.11436848186614,97.11437157178163,97.11438434926069,97.11537343990165,97.11537495037808,97.1154063274441,97.1154255270395,97.11542552703958,97.11542661632456,97.11542750908066,97.11542800316937,97.11542959843273,97.11545202733856,97.1154522139962,97.11548084093607,97.11548110308831,97.11548492214217,97.11548507916089,97.11548507916089,97.11548570384622,97.1154882882939,97.11548840023242,97.11548877908119,97.11548906564384,97.11548927298912,97.11548935962779,97.11548943020946,97.1154898123292,97.11549006884644,97.11552292066642,97.11560032470652,97.11560053363213,97.11560063834283,97.11560085689383,97.11560085689383,97.11560117564026,97.11560117564026,97.11560134183901,97.11560156818159,97.11560170387713,97.11560175858152,97.11560182180877,97.11560184433434,97.11560198866454,97.11560198866452,97.11560202210605,97.11560207197917,97.11560220419587,97.11560367160847,97.11560537876352,97.11560543649551,97.11560543705122,97.11560552720721,97.11560553155886,97.11560559351422,97.11567889500265,97.11567890893716,97.11567890893716,97.11567906859764,97.11567906859764,97.1156791934076,97.11567947479381,97.11568592789308,97.1156859315513,97.1156983506626,97.1156984368644,97.11569846779852,97.11569847142496]"
,,,,,,,
gear_box_design,2.691849443643266e9,0.1,13,"[1,1,1,1,1,1,1,1,1,1]","[1,1,1,1,1,1,1,1,1,1]","[1,1,1,1,1,1,1,1,1,1]","[1,1,1,1,1,1,1,1,1,1]"
"[2.617011255402754e9,2.6435359226014643e9,2.653873063989325e9,2.667925991171484e9,2.6756382320301666e9,2.6793923476369705e9,2.679349706951966e9,2.682638952591699e9,2.6827410989652944e9,2.681643054910231e9,2.683037215582427e9,2.682716052277439e9,2.682645783485772e9,2.685778922411048e9,2.6845226199712625e9,2.6860500481199827e9,2.6841492434559035e9,2.6867596754737453e9,2.6860345677586412e9,2.6844684614729853e9,2.6858241434597006e9,2.686897788782651e9,2.686602135305469e9,2.6853916629776726e9,2.6867496956525426e9,2.6885696528286715e9,2.6893391350972342e9,2.6874158622166624e9,2.6883072220698223e9,2.6894968111704116e9,2.690802752508388e9,2.6908342548322067e9,2.6910457759078326e9,2.691849443643266e9,2.6881079683304777e9,2.6876314202945213e9,2.689851030270866e9,2.688227601030599e9,2.6871494425692945e9,2.688228751245285e9,2.6822616910183773e9,2.68366593130962e9,2.6843027308456426e9,2.685240749740222e9,2.6856841662050285e9,2.68611124564817e9,2.684890355266883e9,2.686090745319713e9,2.6863608147291327e9,2.6869334291854043e9,2.6850351983660946e9,2.6864822713826475e9,2.6867964217078714e9,2.6873915790373697e9,2.6883618760814457e9,2.68582137397218e9,2.689042984507573e9,2.6882642049275723e9,2.6871977870476546e9,2.6872626804059477e9,2.6888207516687493e9,2.688156706732601e9,2.686698233021504e9,2.688240085647085e9,2.68973941376696e9,2.688598718063332e9,2.6892497819665174e9,2.6885009415636888e9,2.688214996766147e9,2.68933716408021e9,2.68813151410291e9,2.689643361951014e9,2.6903961366035147e9,2.6890416714854403e9,2.688997978753367e9,2.6908565145066285e9,2.6877334539559216e9,2.6856622234190865e9,2.6887608402996945e9,2.6887397927242017e9,2.690246052828689e9,2.6885836489329357e9,2.6904071134428177e9,2.6889405223571215e9,2.6894993758002257e9,2.68973416348024e9,2.687218487826419e9,2.688675394494295e9,2.6892937546727514e9,2.6880179708686366e9,2.688346811224378e9,2.690333130454096e9,2.6885061606546035e9,2.6888050782527866e9,2.6896802445352464e9,2.6894610076347647e9,2.689125829646547e9,2.6894179765697927e9,2.690190919816238e9,2.6895146667713814e9]"
,,,,,,,
multiple_disk_clutch_brake_design,0.02827519158002497,0.1,14,"[34,9,4,3,2,1,1,1,1,1]","[49,13,6,4,2,2,1,1,1,1]","[68,17,8,5,3,2,2,2,1,1]","[84,21,10,6,4,3,2,2,2,1]"
